,regionName,year,estL,est,estU,wpp_lb,estNL,estN,estNU
1,Africa,2000,0.140452265,0.154668858,0.172524543,31418794,4412840.775,4859509,5420513.075
2,Africa,2001,0.139773634,0.153981062,0.171804247,32090245,4485370.175,4941290,5513240.375
3,Africa,2002,0.139052919,0.153199151,0.170958809,32720808,4549923.85,5012800,5593910.375
4,Africa,2003,0.138287443,0.152311181,0.169872688,33392775,4617801.475,5086093,5672520.45
5,Africa,2004,0.137406627,0.151364364,0.168789782,34099651,4685518.025,5161472,5755672.65
6,Africa,2005,0.13656692,0.150389959,0.167677261,34919439,4768840.225,5251533,5855195.9
7,Africa,2006,0.135803106,0.149439591,0.166560744,35704106,4848728.475,5335607,5946902.45
8,Africa,2007,0.134937893,0.148519457,0.165542397,36508469,4926375.9,5422218,6043699.475
9,Africa,2008,0.134192008,0.147655205,0.164566443,37378933,5015954.075,5519194,6151318.05
10,Africa,2009,0.133505354,0.146797489,0.163576058,38089875,5085202.25,5591498,6230591.6
11,Africa,2010,0.132791951,0.146045336,0.162779872,38888479,5164077,5679481,6330261.625
12,Africa,2011,0.132027322,0.145266008,0.161944212,39619255,5230824.15,5755331,6416109.05
13,Africa,2012,0.131352268,0.144516563,0.161069678,40228759,5284138.75,5813722,6479633.25
14,Africa,2013,0.13065534,0.143741958,0.160234975,40849388,5337190.675,5871771,6545500.675
15,Africa,2014,0.129869651,0.142917725,0.159407424,41483336,5387426.35,5928704,6612751.75
16,Africa,2015,0.129164179,0.142150713,0.158637985,42093577,5436982.325,5983632,6677640.25
17,Africa,2016,0.128312847,0.141292211,0.157696608,42480091,5450741.4,6002106,6698966.275
18,Africa,2017,0.127639801,0.140596143,0.156940429,43067419,5497116.775,6055113,6759019.2
19,Africa,2018,0.12706426,0.139986575,0.156344053,43678660,5549996.6,6114426,6828898.75
20,Africa,2019,0.126481433,0.139430741,0.155757927,44259838,5598047.725,6171182,6893820.6
21,Africa,2020,0.125916126,0.138888995,0.1552866,44772885,5637628.25,6218461,6952629.075
22,Asia,2000,0.177330022,0.194928364,0.215908864,78333900,13890952.18,15269499,16912983.33
23,Asia,2001,0.178749307,0.196204469,0.217218182,77727256,13893693.13,15250435,16883773.28
24,Asia,2002,0.178003444,0.195332003,0.216260099,77326192,13764328.48,15104280,16722569.93
25,Asia,2003,0.17683858,0.193996017,0.214953713,76913837,13601333.7,14920978,16532914.85
26,Asia,2004,0.174829033,0.191708637,0.212576068,77030233,13467121.15,14767361,16374784.05
27,Asia,2005,0.17269247,0.189202683,0.209920348,76769091,13257443.93,14524918,16115394.3
28,Asia,2006,0.170082434,0.186419828,0.207141331,76916373,13082123.93,14338737,15932559.9
29,Asia,2007,0.16753615,0.183773646,0.204662672,77569588,12995710.1,14255246,15875599.18
30,Asia,2008,0.165238681,0.181217921,0.201904635,78118753,12908239.68,14156518,15772538.28
31,Asia,2009,0.163440557,0.17935091,0.200265016,78535180,12835833.6,14085356,15727849.08
32,Asia,2010,0.161791523,0.177928156,0.19915344,78292898,12667127.18,13930511,15592300
33,Asia,2011,0.159993811,0.176303009,0.197802621,78182625,12508736.15,13783832,15464728.18
34,Asia,2012,0.156172161,0.172426997,0.193869235,79626110,12435381.7,13729691,15437053
35,Asia,2013,0.155828644,0.172409734,0.194193372,78449712,12224712.25,13525494,15234414.1
