,regionName,year,estL,est,estU,wpp_lb,estNL,estN,estNU
1,Global,2000,0.154869777,0.16568994,0.178861657,133504623,20675831.15,22120373,23878858.15
2,Global,2001,0.155489323,0.166229841,0.179344339,133389462,20740637.1,22173309,23922644.88
3,Global,2002,0.154831468,0.165452548,0.178475919,133549874,20677723,22096167,23835436.45
4,Global,2003,0.15382236,0.16429444,0.177166619,133850890,20589259.75,21990957,23713909.68
5,Global,2004,0.152403317,0.162645707,0.175349933,134782654,20541323.58,21921820,23634129.35
6,Global,2005,0.150825928,0.160839556,0.17338739,135358158,20415519.85,21770946,23469397.68
7,Global,2006,0.149021752,0.158875133,0.171323646,136472931,20337435.28,21682155,23381040.15
8,Global,2007,0.147349188,0.157097894,0.169546542,138128198,20353077.8,21699649,23419158.28
9,Global,2008,0.145812869,0.15538529,0.167595267,139736084,20375319.33,21712932,23419106.3
10,Global,2009,0.144635161,0.154212737,0.166538191,140784577,20362399.93,21710775,23446008.73
11,Global,2010,0.14354707,0.153210367,0.165608882,141227088,20272734.75,21637454,23388460.18
12,Global,2011,0.142430368,0.152135806,0.164636802,141711801,20184063.93,21559439,23330977.73
13,Global,2012,0.140272541,0.150010297,0.16250682,143747006,20163757.83,21563531,23359868.83
14,Global,2013,0.13986245,0.149692176,0.162327612,142976771,19997081.53,21402504,23209077.8
15,Global,2014,0.137841574,0.147607306,0.160219336,143230932,19743177.13,21141932,22948364.78
16,Global,2015,0.137721415,0.14756105,0.160210641,142172491,19580196.63,20979122,22777545.88
17,Global,2016,0.13640552,0.146215251,0.158827622,142813023,19480484.7,20881442,22682652.9
18,Global,2017,0.13519925,0.145056195,0.157789863,142218173,19227790.33,20629627,22440586.05
19,Global,2018,0.136314286,0.146457713,0.159579213,139242711,18980770.75,20393169,22220242.25
20,Global,2019,0.135886057,0.146201805,0.159582528,137605292,18698640.55,20118142,21959400.38
21,Global,2020,0.13656987,0.147171562,0.161026826,134767014,18405113.58,19833872,21701104.58
22,Not Classified,2000,0.151840595,0.163518909,0.177483241,107808865,16369762.2,17628788,19134266.75
23,Not Classified,2001,0.152764754,0.164353615,0.178279468,107319678,16394664.18,17638377,19132895.08
24,Not Classified,2002,0.15216131,0.163572848,0.177398421,107077123,16292995.28,17514910,18995312.53
25,Not Classified,2003,0.15122334,0.162313912,0.175886884,106950475,16173408.05,17359550,18811185.78
26,Not Classified,2004,0.149789578,0.160507796,0.173803215,107487913,16100569.18,17252648,18681744.85
27,Not Classified,2005,0.148145579,0.15858021,0.171593958,107723965,15958829.2,17082889,18484781.58
28,Not Classified,2006,0.146298093,0.156429221,0.169351147,108415083,15860919.88,16959287,18360218.65
29,Not Classified,2007,0.14444491,0.15450656,0.167409911,109676107,15842155.38,16945678,18360867.28
30,Not Classified,2008,0.142809209,0.152711302,0.165504536,111012039,15853541.43,16952793,18372996.05
31,Not Classified,2009,0.141676176,0.151530862,0.164405236,111694138,15824398.38,16925109,18363101.15
32,Not Classified,2010,0.140685254,0.150543554,0.16354644,111788546,15726999.98,16829045,18282618.78
33,Not Classified,2011,0.139566346,0.149468428,0.162588545,111939319,15622961.75,16731394,18200050.98
34,Not Classified,2012,0.137201482,0.147033756,0.160083994,113605892,15586896.8,16703901,18186484.9
35,Not Classified,2013,0.136872881,0.146827257,0.160088286,112398415,15384294.93,16503151,17993669.63
36,Not Classified,2014,0.134573555,0.144437529,0.157607363,112195668,15098569.95,16205265,17682863.33
37,Not Classified,2015,0.134711421,0.144597951,0.15784338,110671693,14908740.98,16002900,17468794.05
38,Not Classified,2016,0.133235551,0.14313768,0.156420582,110843434,14768286.05,15865872,17338194.45
39,Not Classified,2017,0.131901872,0.141918236,0.155404385,109813470,14484602.25,15584534,17065494.8
40,Not Classified,2018,0.133477328,0.143873864,0.157926664,106310775,14190078.18,15295342,16789306.05
41,Not Classified,2019,0.133066176,0.143701251,0.158194591,104115809,13854292.55,14961572,16470557.78
42,Not Classified,2020,0.134121688,0.145147183,0.160284494,100811891,13521061,14632562,16158582.93
43,Yes,2000,0.160932986,0.174798696,0.191718513,25695758,4135295.075,4491585,4926352.525
44,Yes,2001,0.160303344,0.17395357,0.190433028,26069784,4179073.55,4534932,4964547.9
45,Yes,2002,0.15957964,0.173055569,0.189316664,26472751,4224512.075,4581257,5011732.9
46,Yes,2003,0.158748259,0.172168608,0.188346056,26900415,4270394.05,4631407,5066587.075
