,regionName,year,estL,est,estU,wpp_lb,estNL,estN,estNU
245,Northern Africa,2013,0.107521743,0.140123075,0.183955606,5991490,644215.45,839546,1102168.175
246,Northern Africa,2014,0.107427315,0.14021986,0.184443777,6107530,656115.55,856397,1126495.9
247,Northern Africa,2015,0.107308356,0.140284043,0.184752348,6197861,665082.275,869461,1145069.375
248,Northern Africa,2016,0.106879783,0.139583564,0.183549184,6050870,646715.675,844602,1110632.25
249,Northern Africa,2017,0.106936313,0.13968623,0.183832617,6065852,648659.85,847316,1115101.45
250,Northern Africa,2018,0.107035152,0.139965008,0.184457292,6050598,647626.675,846872,1116076.925
251,Northern Africa,2019,0.107127368,0.140130615,0.184832612,5987992,641477.825,839101,1106776.2
252,Northern Africa,2020,0.107347387,0.140621229,0.185630957,5953589,639102.225,837201,1105170.425
253,Northern America,2000,0.075278683,0.07692605,0.078616141,4398003,331075.875,338321,345754.025
254,Northern America,2001,0.075569617,0.077094714,0.07866099,4374165,330553.975,337225,344076.15
255,Northern America,2002,0.07592418,0.077342257,0.078797869,4369332,331737.95,337934,344294.05
256,Northern America,2003,0.076273893,0.077586501,0.078930332,4433181,338135.975,343955,349912.45
257,Northern America,2004,0.076628035,0.077845865,0.07909353,4458811,341669.925,347100,352663.1
258,Northern America,2005,0.076958001,0.078086769,0.079232183,4501454,346422.9,351504,356660.025
259,Northern America,2006,0.077336467,0.07838511,0.079456882,4624118,357612.95,362462,367418
260,Northern America,2007,0.077681741,0.078663985,0.079659064,4688270,364192.975,368798,373463.2
261,Northern America,2008,0.078024908,0.078959507,0.079894741,4637339,361827.95,366162,370499
262,Northern America,2009,0.078367296,0.079274442,0.080170542,4526339,354716.95,358823,362879.05
263,Northern America,2010,0.078623922,0.079522676,0.080408276,4409497,346691.95,350655,354560.05
264,Northern America,2011,0.078818809,0.079725878,0.080621698,4360253,343669.95,347625,351531
265,Northern America,2012,0.078954925,0.079881174,0.08080306,4360652,344294.95,348334,352354.025
266,Northern America,2013,0.079056626,0.080038329,0.081005989,4342457,343300,347563,351765.025
267,Northern America,2014,0.079134334,0.080174487,0.081217121,4382217,346783.825,351342,355911.05
268,Northern America,2015,0.079186895,0.080317878,0.081448386,4367085,345815.9,350755,355692.025
269,Northern America,2016,0.079220694,0.080439647,0.08166852,4326747,342767.9,348042,353359.025
270,Northern America,2017,0.079198698,0.080516952,0.081858071,4243566,336084.9,341679,347370.125
271,Northern America,2018,0.079256419,0.080689834,0.082146974,4170513,330539.925,336518,342595.025
272,Northern America,2019,0.079363647,0.080914552,0.082496512,4120223,326995.925,333386,339904.025
273,Northern America,2020,0.079438572,0.081114408,0.082810772,4040996,321010.95,327783,334638
274,Northern Europe,2000,0.063976721,0.065101708,0.066254542,1077345,68925,70137,71379
275,Northern Europe,2001,0.063778996,0.064811225,0.06586512,1062748,67781,68878,69998.025
276,Northern Europe,2002,0.063527378,0.064470552,0.065430626,1066611,67759,68765,69789.025
277,Northern Europe,2003,0.063369233,0.064247845,0.065124661,1099461,69672,70638,71602.025
278,Northern Europe,2004,0.06317049,0.063977581,0.064775742,1122612,70915.95,71822,72718.025
279,Northern Europe,2005,0.062877357,0.063621071,0.064350598,1129500,71019.975,71860,72684
280,Northern Europe,2006,0.062612295,0.063303342,0.063978079,1164899,72937,73742,74528
281,Northern Europe,2007,0.062515543,0.06316147,0.06379321,1198278,74911,75685,76442
282,Northern Europe,2008,0.062413203,0.063013612,0.063607532,1229163,76716,77454,78184.025
283,Northern Europe,2009,0.06230212,0.062880539,0.063455688,1230985,76692.975,77405,78113
284,Northern Europe,2010,0.062291227,0.062880704,0.063455744,1246869,77669,78404,79121
285,Northern Europe,2011,0.06229963,0.062913471,0.06351116,1238145,77135.975,77896,78636.025
286,Northern Europe,2012,0.062127645,0.062774027,0.063406728,1240752,77085,77887,78672.025
287,Northern Europe,2013,0.061715937,0.062392277,0.063061957,1205053,74370.975,75186,75993
288,Northern Europe,2014,0.061303978,0.062022121,0.06274361,1203103,73755,74619,75487.025
289,Northern Europe,2015,0.060930733,0.061704752,0.062482923,1204105,73367,74299,75236
290,Northern Europe,2016,0.060479047,0.061314837,0.062171438,1201259,72651,73655,74684
291,Northern Europe,2017,0.060080003,0.060985663,0.061916147,1168209,70186,71244,72331
292,Northern Europe,2018,0.059603272,0.060584811,0.061588319,1138008,67829,68946,70088
293,Northern Europe,2019,0.059170423,0.060223971,0.061309985,1109608,65655.975,66825,68030.05
294,Northern Europe,2020,0.058625875,0.059754906,0.060923066,1075259,63038,64252,65508.075
295,Polynesia,2000,0.09071482,0.151511914,0.24917192,9359,849,1418,2332
296,Polynesia,2001,0.091408861,0.152743344,0.25115878,9277,848,1417,2330
297,Polynesia,2002,0.092069674,0.154062534,0.253708212,9243,851,1424,2345.025
298,Polynesia,2003,0.092948027,0.155272806,0.255989864,9274,862,1440,2374.05
299,Polynesia,2004,0.09371626,0.156445692,0.257830382,9262,868,1449,2388.025
300,Polynesia,2005,0.094298721,0.157598092,0.259489486,9226,870,1454,2394.05
301,Polynesia,2006,0.09490085,0.15853127,0.261061778,9178,871,1455,2396.025
302,Polynesia,2007,0.095487818,0.159510543,0.262755381,9153,874,1460,2405
303,Polynesia,2008,0.095885973,0.160349854,0.264229025,9261,888,1485,2447.025
304,Polynesia,2009,0.096330275,0.161083849,0.265737679,9374,903,1510,2491.025
305,Polynesia,2010,0.096750369,0.161953999,0.26703946,9478,917,1535,2531
306,Polynesia,2011,0.097229482,0.162676424,0.268481443,9565,930,1556,2568.025
307,Polynesia,2012,0.09763221,0.163346198,0.270053197,9587,936,1566,2589
