regionName2,year,estL,est,estU,wpp_lb,estNL,estN,estNU
Central Asia,2020,0.05726273,0.066186431,0.077279531,1822579,104365.85,120630,140848.05
Eastern Africa,2010,0.083504561,0.100536093,0.129013548,13245651,1106072.275,1331666,1708868.425
Eastern Africa,2011,0.083563307,0.100558981,0.128887119,13388998,1118828.95,1346384,1725669.375
Eastern Africa,2012,0.08345507,0.100487171,0.128702377,13464276,1123662.1,1352987,1732884.325
Eastern Africa,2013,0.083408959,0.100372248,0.128327119,13616204,1135713.4,1366689,1747328.225
Eastern Africa,2014,0.083392734,0.10037792,0.128427097,13784137,1149496.875,1383623,1770256.7
Eastern Africa,2015,0.083390934,0.100440407,0.128554664,13979802,1165788.75,1404137,1797168.75
Eastern Africa,2016,0.083392206,0.100489898,0.128775737,14189675,1183308.3,1425919,1827285.85
Eastern Africa,2017,0.083446217,0.100541318,0.128904146,14387110,1200549.9,1446499,1854558.125
Eastern Africa,2018,0.083420208,0.100640645,0.12903024,14599827,1217920.6,1469336,1883819.175
Eastern Africa,2019,0.08343384,0.100796658,0.12931608,14854173,1239340.7,1497251,1920883.425
Eastern Africa,2020,0.083471404,0.100839464,0.129496925,15081774,1258896.85,1520838,1953043.35
Eastern Asia,2010,0.051620354,0.061105513,0.072504516,19867029,1025543.075,1213985,1440449.325
Eastern Asia,2011,0.051935064,0.061163413,0.072281892,19740854,1025242.525,1207418,1426906.275
Eastern Asia,2012,0.052188028,0.061236413,0.072160704,21152921,1103929.225,1295329,1526409.675
Eastern Asia,2013,0.052428498,0.061270854,0.071920518,20155913,1056744.25,1234970,1449623.7
Eastern Asia,2014,0.052576087,0.061328131,0.071916767,20587094,1082388.85,1262568,1480557.25
Eastern Asia,2015,0.052784738,0.061434104,0.071909212,19313263,1019445.525,1186493,1388801.525
Eastern Asia,2016,0.052740901,0.061473461,0.072080039,20093923,1059771.6,1235243,1448370.75
Eastern Asia,2017,0.052599218,0.061529074,0.072334685,20125575,1058589.5,1238308,1455777.125
Eastern Asia,2018,0.052644076,0.061616393,0.072492734,17139822,902310.1,1056094,1242512.55
Eastern Asia,2019,0.052551654,0.06171096,0.072815435,16200137,851344,999726,1179620.025
Eastern Asia,2020,0.052598243,0.061875722,0.07302462,13783920,725009.975,852890,1006565.525
Eastern Europe,2010,0.062229313,0.064758979,0.067686592,3482436,216709.6,225519,235714.225
Eastern Europe,2011,0.062200429,0.064625769,0.067394171,3468833,215762.9,224176,233779.125
Eastern Europe,2012,0.062342785,0.064664108,0.067321306,3546264,221083.975,229316,238739.125
Eastern Europe,2013,0.06244764,0.064686644,0.067238366,3517233,219642.9,227518,236493
Eastern Europe,2014,0.062689202,0.064863534,0.067338576,3538213,221807.75,229501,238258.225
Eastern Europe,2015,0.06286354,0.065035052,0.067523405,3508385,220549.5,228168,236898.1
Eastern Europe,2016,0.063087137,0.065307713,0.067802201,3450006,217651,225312,233918
Eastern Europe,2017,0.063524464,0.065818148,0.068420015,3211166,203987.6,211353,219708.025
Eastern Europe,2018,0.063588666,0.066008656,0.068805904,3064083,194840.95,202256,210827
Eastern Europe,2019,0.063719189,0.066297529,0.06929482,2880952,183571.925,191000,199635.05
Eastern Europe,2020,0.063664798,0.066486143,0.069737106,2793349,177838,185719,194800.075
Melanesia,2010,0.056921381,0.087863633,0.136154442,277134,15774.85,24350,37733.025
Melanesia,2011,0.056938159,0.087821156,0.136082681,281094,16004.975,24686,38252.025
Melanesia,2012,0.056939089,0.087770978,0.135873738,284479,16197.975,24969,38653.225
Melanesia,2013,0.056959258,0.087779051,0.135694459,288030,16405.975,25283,39084.075
Melanesia,2014,0.056943786,0.087688758,0.135812166,291246,16584.65,25539,39554.75
Melanesia,2015,0.056833871,0.08768609,0.135854948,293205,16663.975,25710,39833.35
Melanesia,2016,0.056808846,0.087659719,0.135939925,295050,16761.45,25864,40109.075
Melanesia,2017,0.056738103,0.087619716,0.136185063,296326,16812.975,25964,40355.175
Melanesia,2018,0.056647013,0.087612858,0.136636041,298495,16908.85,26152,40785.175
Melanesia,2019,0.056529312,0.087558864,0.136619375,299844,16949.975,26254,40964.5
Melanesia,2020,0.056378442,0.087566127,0.137236072,301692,17008.925,26418,41403.025
Micronesia,2010,0.054522813,0.072103004,0.145613463,238303,12992.95,588,34700.125
Micronesia,2011,0.054482241,0.072087588,0.145426114,241966,13182.85,586,35188.175
Micronesia,2012,0.054365861,0.072088956,0.145406099,244694,13303,577,35580
Micronesia,2013,0.054322225,0.072153183,0.145276298,247523,13446,569,35959.225
Micronesia,2014,0.054343189,0.072009292,0.145328755,250110,13591.775,558,36348.175
Micronesia,2015,0.054362573,0.072093328,0.145237311,251864,13691.975,550,36580.05
Micronesia,2016,0.054301817,0.072249373,0.145666851,253730,13778,547,36960.05
Micronesia,2017,0.054167418,0.072104492,0.145657932,255224,13824.825,541,37175.4
Micronesia,2018,0.054274068,0.072181454,0.14581175,257524,13976.875,541,37550.025
Micronesia,2019,0.054019484,0.072206535,0.14622281,258777,13979,537,37839.1
Micronesia,2020,0.053807934,0.072176159,0.146618154,260686,14026.975,531,38221.3
Middle Africa,2010,0.07926436,0.108309446,0.153892017,5860246,464508.65,634720,901845.075
Middle Africa,2011,0.0795347,0.108516578,0.153834873,6034313,479937.275,654823,928287.775
Middle Africa,2012,0.079582545,0.108632399,0.154106208,6198335,493279.275,673340,955201.9
Middle Africa,2013,0.079648745,0.108689983,0.154183929,6326756,503918.175,687655,975484.1
Middle Africa,2014,0.079682074,0.108808372,0.154206111,6482378,516529.325,705337,999622.3
Middle Africa,2015,0.079639062,0.108872462,0.15427646,6631034,528089.325,721937,1023012.45
Middle Africa,2016,0.079639186,0.108948067,0.154794193,6790841,540817.05,739849,1051182.75
Middle Africa,2017,0.079738825,0.109056609,0.155126405,6970114,555788.7,760137,1081248.725
Middle Africa,2018,0.079654618,0.109199652,0.15541408,7126552,567662.775,778217,1107566.525
Middle Africa,2019,0.07961528,0.109205177,0.15559731,7284499,579957.425,795505,1133448.45
Middle Africa,2020,0.079514616,0.109277497,0.155967716,7436618,591319.825,812655,1159872.325
Northern Africa,2010,0.054343258,0.084771199,0.130965193,5567917,302578.75,471999,729203.325
Northern Africa,2011,0.054559811,0.085047364,0.131262083,5700647,311026.225,484825,748278.8
Northern Africa,2012,0.054617802,0.085395906,0.132140091,5836158,318758.125,498384,771190.45
Northern Africa,2013,0.054850688,0.085674014,0.132695895,5991490,328637.35,513315,795046.125
Northern Africa,2014,0.055089459,0.085961919,0.133051287,6107530,336460.525,525015,812614.725
Northern Africa,2015,0.055271665,0.086266213,0.133540693,6197861,342566.1,534666,827666.65
Northern Africa,2016,0.055477171,0.086554165,0.133891854,6050870,335685.15,523728,810162.2
Northern Africa,2017,0.055550531,0.086869742,0.134646757,6065852,336961.3,526939,816747.3
Northern Africa,2018,0.055739565,0.087165269,0.135245843,6050598,337257.7,527402,818318.225
Northern Africa,2019,0.055843211,0.087456363,0.135949309,5987992,334388.7,523688,814063.375
Northern Africa,2020,0.055949428,0.087743712,0.136293264,5953589,333099.9,522390,811434.075
Northern America,2010,0.092236552,0.095521326,0.098901105,4409497,406716.8,421201,436104.125
Northern America,2011,0.092921844,0.095754765,0.098659952,4360253,405162.75,417515,430182.35
Northern America,2012,0.093561444,0.0959978,0.098479786,4360652,407988.9,418613,429436.075
Northern America,2013,0.094126568,0.096252651,0.098430267,4342457,408740.575,417973,427429.2
Northern America,2014,0.094565354,0.096520323,0.09849377,4382217,414405.9,422973,431621.075
Northern America,2015,0.094838714,0.096805535,0.098746195,4367085,414168.725,422758,431233.025
Northern America,2016,0.094917007,0.097053514,0.099123672,4326747,410681.875,419926,428883.05
Northern America,2017,0.094846622,0.097242037,0.09963417,4243566,402487.9,412653,422804.175
Northern America,2018,0.094686133,0.097482972,0.100283364,4170513,394889.75,406554,418233.075
Northern America,2019,0.094495104,0.097731603,0.101012779,4120223,389340.9,402676,416195.175
Northern America,2020,0.094201021,0.097898884,0.101693017,4040996,380665.95,395609,410941.075
Northern Europe,2010,0.065843184,0.067566039,0.069362539,1246869,82097.825,84246,86486
Northern Europe,2011,0.066598803,0.068121262,0.069695431,1238145,82458.975,84344,86293.05
Northern Europe,2012,0.06730916,0.068625318,0.069998678,1240752,83513.975,85147,86851
Northern Europe,2013,0.067883321,0.069047585,0.070245873,1205053,81803,83206,84650
Northern Europe,2014,0.068426394,0.069512752,0.070646487,1203103,82324,83631,84995
Northern Europe,2015,0.068925862,0.070030438,0.071176517,1204105,82993.975,84324,85704
Northern Europe,2016,0.069287285,0.070526006,0.071783853,1201259,83231.975,84720,86231
Northern Europe,2017,0.069627952,0.07104465,0.072495611,1168209,81340,82995,84690.025
Northern Europe,2018,0.069812317,0.071452925,0.073154143,1138008,79446.975,81314,83250
Northern Europe,2019,0.069975162,0.071856908,0.073861219,1109608,77645,79733,81957
Northern Europe,2020,0.070004459,0.072203069,0.074488123,1075259,75272.925,77637,80094.025
Polynesia,2010,0.065891768,0.071850601,0.069427495,1256347,82782.925,681,87225.025
Polynesia,2011,0.066649302,0.071719812,0.069764629,1247710,83159,686,87046.025
Polynesia,2012,0.067336078,0.071763847,0.070065018,1250339,84192.925,688,87605.025
Polynesia,2013,0.067916644,0.071931854,0.070321667,1214562,82488.975,684,85410.025
Polynesia,2014,0.06845047,0.071845484,0.070733329,1212526,82997.975,677,85766
Polynesia,2015,0.068929029,0.07191156,0.071247287,1213422,83640,670,86453.025
Polynesia,2016,0.069298174,0.071918181,0.071848486,1210450,83881.975,661,86969
Polynesia,2017,0.069639085,0.072056239,0.072549101,1177313,81987,656,85413
Polynesia,2018,0.069815918,0.071815868,0.073183702,1147045,80082,649,83945
Polynesia,2019,0.069985509,0.072040022,0.073871673,1118603,78286,648,82633.075
Polynesia,2020,0.070016768,0.071930412,0.074530587,1084226,75914,645,80808
South-Eastern Asia,2010,0.058225172,0.074865826,0.105308028,11674726,679762.925,874038,1229442.375
South-Eastern Asia,2011,0.058175215,0.074847526,0.105325542,11754470,683818.825,879793,1238045.925
South-Eastern Asia,2012,0.058260862,0.074896821,0.10531109,11824347,688896.65,885606,1245234.875
South-Eastern Asia,2013,0.058329261,0.07494638,0.105256534,11743836,685009.275,880158,1236115.475
South-Eastern Asia,2014,0.058329369,0.074963871,0.105094549,11667874,680579.725,874669,1226229.95
South-Eastern Asia,2015,0.05836108,0.074993593,0.105059042,11550760,674114.825,866233,1213511.775
South-Eastern Asia,2016,0.058292831,0.074989901,0.105139682,11434473,666547.8,857470,1202216.85
South-Eastern Asia,2017,0.058303806,0.075005033,0.105267332,11329293,660540.9,849754,1192604.45
South-Eastern Asia,2018,0.058304211,0.07501475,0.105279178,11256133,656279.95,844376,1185036.425
South-Eastern Asia,2019,0.058344255,0.075042135,0.105302484,11205758,653791.6,840904,1179994.15
South-Eastern Asia,2020,0.058278418,0.075043132,0.105451473,11154012,650038.175,837032,1176207
South America,2010,0.092684679,0.096135899,0.100637491,6791230,629442.975,652881,683452.35
South America,2011,0.092901666,0.096041692,0.1002852,6777442,629635.65,650917,679677.125
South America,2012,0.09299713,0.095879142,0.099933333,6711345,624135.825,643478,670687.075
South America,2013,0.093146293,0.09580446,0.099637202,6668176,621115.875,638841,664398.4
South America,2014,0.093436842,0.095924589,0.099550993,6688087,624913.725,641552,665805.7
South America,2015,0.093563541,0.095981545,0.099484065,6688192,625770.925,641943,665368.525
South America,2016,0.093258217,0.095649587,0.099138818,6533954,609344.9,624970,647768.475
South America,2017,0.093349899,0.095774126,0.099282619,6535784,610114.775,625959,648889.75
South America,2018,0.093335929,0.095883861,0.099469027,6485690,605347.9,621873,645125.275
South America,2019,0.092975223,0.095695753,0.099491936,6361693,591479.825,608787,632937.15
South America,2020,0.092492313,0.095467473,0.099551663,6208104,574201.9,592672,618027.075
Southern Africa,2010,0.093682395,0.124177389,0.166461226,1365925,127963.125,169617,227373.55
Southern Africa,2011,0.093937421,0.12417219,0.165987975,1384980,130101.45,171976,229890.025
Southern Africa,2012,0.0940973,0.124252625,0.165782196,1406924,132387.75,174814,233242.95
Southern Africa,2013,0.094299242,0.124292001,0.165645905,1415610,133490.95,175949,234490
Southern Africa,2014,0.09450239,0.124413686,0.165649599,1425856,134746.8,177396,236192.475
Southern Africa,2015,0.094321504,0.124363582,0.165659743,1405130,132533.975,174747,232773.475
Southern Africa,2016,0.094360735,0.124240686,0.165485742,1373938,129645.8,170699,227367.15
Southern Africa,2017,0.094144374,0.124384179,0.165963713,1391841,131034,173123,230995.1
Southern Africa,2018,0.093698645,0.124592194,0.166507793,1433894,134353.925,178652,238754.525
Southern Africa,2019,0.09346488,0.124704426,0.167014875,1456909,136169.825,181683,243325.475
Southern Africa,2020,0.093304037,0.124603675,0.167317167,1414244,131954.675,176220,236627.3
Southern Asia,2010,0.108389869,0.13285145,0.164611117,39513592,4282873.075,5249438,6504376.525
Southern Asia,2011,0.108484534,0.132692765,0.164338335,39325995,4266262.225,5218275,6462768.525
Southern Asia,2012,0.108263065,0.132539156,0.164030438,39186948,4242499.1,5193805,6427852.25
Southern Asia,2013,0.108350403,0.132391364,0.1637736,39007922,4226524.05,5164312,6388467.825
Southern Asia,2014,0.108412284,0.132283127,0.163559096,38160067,4137020.025,5047933,6241426.075
Southern Asia,2015,0.108252729,0.1321515,0.163431706,38021672,4115949.75,5024621,6213946.725
Southern Asia,2016,0.108191629,0.132000936,0.16353539,37970617,4108102.9,5012157,6209539.675
Southern Asia,2017,0.108075838,0.131924694,0.163908204,37391127,4041077.375,4932813,6128712.475
Southern Asia,2018,0.107900343,0.132066961,0.164462072,37264831,4020888.05,4921453,6128651.325
Southern Asia,2019,0.107992015,0.13232125,0.165222371,36575380,3949848.975,4839700,6043071
Southern Asia,2020,0.107911605,0.132353854,0.16590918,36099032,3895504.475,4777846,5989160.8
Southern Europe,2010,0.074583691,0.076187384,0.077950046,1509095,112553.875,114974,117634.025
Southern Europe,2011,0.074461254,0.075892582,0.077453824,1462330,108886.925,110980,113263.05
Southern Europe,2012,0.074215075,0.075482326,0.076905694,1422015,105534.95,107337,109361.05
Southern Europe,2013,0.074030924,0.075192049,0.076483213,1353042,100166.95,101738,103485
Southern Europe,2014,0.073841662,0.074927649,0.076131584,1330657,98257.925,99703,101305.025
Southern Europe,2015,0.073722836,0.074765422,0.075940076,1302554,96027.975,97386,98916.05
Southern Europe,2016,0.073533282,0.074611716,0.07580208,1277802,93960.975,95339,96860.05
Southern Europe,2017,0.073219174,0.074382002,0.07564828,1237544,90611.95,92051,93618.075
Southern Europe,2018,0.0729191,0.074181899,0.075564623,1192609,86963.975,88470,90119.05
Southern Europe,2019,0.07256646,0.07397305,0.07549286,1158138,84041.975,85671,87431.15
Southern Europe,2020,0.072309196,0.073854186,0.075533308,1140477,82466.975,84229,86144
Western Africa,2010,0.06905223,0.094479303,0.138721787,12848740,887234.15,1213940,1782400.175
Western Africa,2011,0.069017925,0.094470485,0.138517614,13110317,904846.875,1238538,1816009.825
Western Africa,2012,0.068957845,0.094431492,0.138479024,13323066,918729.925,1258117,1844965.175
Western Africa,2013,0.06885555,0.094400921,0.138390017,13499328,929503.65,1274349,1868172.225
Western Africa,2014,0.06877965,0.094387849,0.138502364,13683435,941141.875,1291550,1895188.1
Western Africa,2015,0.068727306,0.094369567,0.138476736,13879750,953917.825,1309826,1922022.475
Western Africa,2016,0.068674792,0.094341953,0.13852021,14074767,966581.7,1327841,1949639.675
Western Africa,2017,0.068655358,0.094390304,0.138568635,14252502,978510.625,1345298,1974949.75
Western Africa,2018,0.068598733,0.094333557,0.138609348,14467789,992472,1364798,2005370.8
Western Africa,2019,0.068563243,0.094292315,0.138755951,14676265,1006252.325,1383859,2036419.1
Western Africa,2020,0.068501779,0.094304498,0.138881631,14886660,1019762.7,1403879,2067483.625
Western Asia,2010,0.06945744,0.091580109,0.12472258,5696772,395683.2,521711,710516.1
Western Asia,2011,0.069496042,0.0917461,0.125313346,5799331,403030.55,532066,726733.575
Western Asia,2012,0.069728529,0.091992472,0.125589304,5868665,409213.375,539873,737041.55
Western Asia,2013,0.070094821,0.09231512,0.125934777,5905284,413929.825,545147,743680.625
Western Asia,2014,0.070891496,0.092721948,0.125803103,5926105,420110.45,549480,745522.4
Western Asia,2015,0.071658545,0.09314927,0.125896828,5890234,422085.6,548671,741561.775
Western Asia,2016,0.072217033,0.093464815,0.126136734,5829552,420992.95,544858,735320.65
Western Asia,2017,0.072440185,0.09373946,0.126421309,5772585,418167.125,541119,729777.75
Western Asia,2018,0.072128163,0.093790336,0.126976708,5713755,412122.65,535895,725513.8
Western Asia,2019,0.071619124,0.09378539,0.12749782,5704364,408541.55,534986,727293.975
Western Asia,2020,0.071267485,0.093867889,0.128265217,5695249,405886.075,534601,730502.35
Western Europe,2010,0.077358837,0.079281918,0.081326101,1948969,150769.975,154518,158502.05
Western Europe,2011,0.077328393,0.078983115,0.080718125,1930248,149262.975,152457,155806
Western Europe,2012,0.077312914,0.078722615,0.080176198,1935924,149671.925,152401,155215.025
Western Europe,2013,0.077269251,0.078455662,0.079681969,1929370,149080.975,151370,153736
Western Europe,2014,0.077177622,0.078221131,0.07928906,1964597,151622.925,153673,155771.05
Western Europe,2015,0.077048983,0.078026268,0.079043303,1961583,151137.975,153055,155050
Western Europe,2016,0.076871476,0.077896014,0.078967179,1995070,153363.975,155408,157545.05
Western Europe,2017,0.076448521,0.077611581,0.078808628,1974963,150983,153280,155644.125
Western Europe,2018,0.075939251,0.077301363,0.078703356,1955787,148521,151185,153927
Western Europe,2019,0.075381823,0.076962168,0.078594726,1936302,145961.975,149022,152183.125
Western Europe,2020,0.074785887,0.076626024,0.07851021,1906937,142611.975,146121,149714.025
