regionName2,year,estL,est,estU,wpp_lb,estNL,estN,estNU
SEARO,2011,0.098633901,0.12188969,0.151427568,37586329,3707286.25,4581386,5691606.4
SEARO,2012,0.098599079,0.121762263,0.151133446,37228817,3670727.075,4533065,5626519.4
SEARO,2013,0.098624105,0.121764295,0.151145189,36814314,3630778.775,4482669,5564306.45
SEARO,2014,0.098707053,0.121584629,0.150864037,35869937,3540615.775,4361233,5411483.5
SEARO,2015,0.098664716,0.121569429,0.150872668,35674421,3519806.6,4336919,5382295.075
SEARO,2016,0.098553052,0.121518672,0.151196554,35549903,3503551.425,4319977,5375022.825
SEARO,2017,0.09842641,0.121389625,0.151368253,34864347,3431572.5,4232170,5277355.3
SEARO,2018,0.098310751,0.1214453,0.151747382,34727717,3414107.925,4217518,5269840.125
SEARO,2019,0.09809741,0.121326148,0.152023843,34104058,3345519.75,4137714,5184629.975
SEARO,2020,0.097822995,0.121136762,0.15219703,33579245,3284822.325,4067681,5110661.35
WPRO,2010,0.056553618,0.064963616,0.07640054,25158898,1422826.7,1634413,1922153.4
WPRO,2011,0.056816867,0.065021011,0.076172252,25004302,1420666.1,1625805,1904634
WPRO,2012,0.056824674,0.064931864,0.075852892,26506955,1506249.075,1721146,2010629.2
WPRO,2013,0.057157735,0.06513226,0.076088023,25555723,1460707.25,1664502,1944484.45
WPRO,2014,0.057183894,0.065110507,0.075952228,25981306,1485712.25,1691656,1973338.075
WPRO,2015,0.057498564,0.065388253,0.076266198,24690597,1419673.875,1614475,1883057.95
WPRO,2016,0.057360319,0.065273529,0.076221771,25437923,1459127.375,1660423,1938923.55
WPRO,2017,0.057235012,0.065312185,0.076392444,25472429,1457914.775,1663660,1945901.1
WPRO,2018,0.057674986,0.06588392,0.077484706,22492408,1297249.325,1481888,1742817.625
WPRO,2019,0.057743264,0.066131733,0.078078931,21545103,1244084.575,1424815,1682218.6
WPRO,2020,0.058128228,0.06680119,0.079442839,19127309,1111836.575,1277727,1519527.725
