regionName2,year,estL,est,estU,wpp_lb,estNL,estN,estNU
SAR,2019,0.109257118,0.134479224,0.169109804,35267403,3853214.8,4742733,5964063.625
SAR,2020,0.108959166,0.134434763,0.16932862,34856029,3797883.85,4685862,5902123.3
WCAR,2010,0.077283063,0.099192915,0.135286427,17660092,1364826,1751756,2389170.75
WCAR,2011,0.077351954,0.099280913,0.135124535,18070281,1397771.55,1794034,2441738.325
WCAR,2012,0.077484259,0.09932899,0.134991768,18418490,1427143.05,1829490,2486344.525
WCAR,2013,0.077584129,0.099351828,0.13501247,18696113,1450521.65,1857493,2524208.4
WCAR,2014,0.077693369,0.099418337,0.134943846,19009642,1476923.125,1889907,2565234.2
WCAR,2015,0.077694538,0.099452049,0.134938186,19330180,1501849.4,1922426,2608379.425
WCAR,2016,0.077750119,0.099490696,0.135083004,19660934,1528639.95,1956080,2655858.025
WCAR,2017,0.077720079,0.099609922,0.135296711,19991131,1553712.275,1991315,2704734.275
WCAR,2018,0.077723823,0.099648925,0.135395897,20336988,1580668.45,2026559,2753544.725
WCAR,2019,0.077734364,0.099645161,0.135583865,20676398,1607266.65,2060303,2803385.95
WCAR,2020,0.077755642,0.099700919,0.135789316,21010368,1633674.65,2094753,2852983.5
